name,latitude,longitude,elevation
KUGLUKTUK CLIMATE,67.82,-115.14,22.6
KUGLUKTUK A,67.82,-115.14,22.6
ARVIAT A,61.1,-94.07,10.4
BACK RIVER (AUT),66.09,-96.51,61
CORAL HARBOUR A,64.19,-83.36,62.2
CORAL HARBOUR A,64.19,-83.36,62.2
CORAL HARBOUR A,64.19,-83.36,62.2
CORAL HARBOUR RCS,64.18,-83.35,57
ELLICE RIVER (AUT),67.72,-104.47,42
ENNADAI LAKE,61.13,-100.9,324.6
ENNADAI LAKE (AUT),61.13,-100.88,353.1
ARVIAT CLIMATE,61.1,-94.07,9.8
BROWN RIVER,66.03,-91.83,150
GJOA HAVEN A,68.64,-95.85,46.9
GJOA HAVEN A,68.64,-95.85,46.9
GJOA HAVEN A,68.64,-95.85,46.9
GJOA HAVEN AWOS A,68.64,-95.85,46.94
GJOA HAVEN CLIMATE,68.64,-95.85,42.3
HARDING RIVER,68.84,-117,89.7
HAT ISLAND,68.32,-100.09,36.1
HUDSON BAY SITE 1,58.5,-87.17,21
HUDSON BAY SITE 2,58.5,-86.78,21
HUDSON BAY SITE 3,58.02,-84.3,21
JENNY LIND ISLAND,68.75,-101.85,78.5
JENNY LIND ISLAND A,68.65,-101.73,18.3
LADY FRANKLIN POINT A,68.5,-113.22,15.9
LUPIN (AUT),65.77,-111.23,499.6
LUPIN A,65.76,-111.25,490.1
PELLY BAY,68.43,-89.72,325.8
KUGAARUK A,68.54,-89.81,15.5
KUGAARUK A,68.54,-89.8,15.54
PELLY BAY,68.44,-89.73,324.45
KUGAARUK CLIMATE,68.54,-89.8,15.8
KUGAARUK A,68.54,-89.81,15.5
RANKIN INLET,62.8,-92.07,30.5
RANKIN INLET A,62.82,-92.12,32.31
RANKIN INLET ARTC,62.82,-92.08,13.7
RANKIN INLET A,62.81,-92.11,32.3
ROBERTSON LAKE (AUT),65.1,-102.43,243.7
ROSS POINT,68.58,-111.1,148.7
SANIKILUAQ A,56.54,-79.25,33.5
SANIKILUAQ A,56.54,-79.25,33.5
SANIKILUAQ A,56.54,-79.25,33.53
SANIKILUAQ,56.54,-79.26,34
SHEPHERD BAY A,68.82,-93.43,42.7
SIMPSON LAKE,68.6,-91.95,282.5
SIMPSON LAKE,68.6,-92.02,371.2
STURT POINT,68.78,-103.35,19.5
STURT POINT NORTH,68.97,-103.77,106
WHALE COVE,62.18,-92.6,6.1
WHALE COVE A,62.24,-92.6,12.19
WHALE COVE A,62.24,-92.6,12.2
WHALE COVE A,62.24,-92.6,12.2
YATHKYED LAKE (AUT),62.71,-98.29,148.2
MALLOCH DOME (AUT),78.22,-101.05,12
CROKER RIVER,69.28,-119.22,69.4
DUBAWNT LAKE (AUT),63.23,-101.76,237.4
GJOA HAVEN,68.66,-95.87,51.1
LUPIN CS,65.76,-111.25,488
ALERT,82.52,-62.28,30.48
ALERT A,82.52,-62.28,30.5
ALERT BASE (AUT),82.5,-62.37,92
ALERT CLIMATE,82.5,-62.33,65.4
ALERT UA,82.5,-62.33,65.4
ARCTIC BAY,73.01,-85.05,21.95
ARCTIC BAY,73.03,-85.15,11.3
ARCTIC BAY A,73.01,-85.05,21.9
ARCTIC BAY A,73.01,-85.05,21.95
ARCTIC BAY CS,72.99,-85.01,10
BATHURST ISLAND,75.72,-98.42,3
BLACK TOP RIDGE (AUT),80,-85.42,619
BRAY ISLAND,69.22,-77.25,17.7
BREVOORT ISLAND,63.34,-64.15,376
BROUGHTON ISLAND,67.54,-63.79,584.4
QIKIQTARJUAQ AWOS,67.55,-64.03,5.5
QIKIQTARJUAQ A,67.55,-64.03,5.5
QIKIQTARJUAQ CLIMATE,67.55,-64.03,6.4
BROUGHTON VILLAGE,67.55,-64.03,9.1
QIKIQTARJUAQ A,67.55,-64.03,4.9
QIKIQTARJUAQ A,67.55,-64.03,5.5
BYRON BAY A,68.75,-109.07,92.1
CAMBRIDGE BAY A,69.11,-105.14,31.09
CAMBRIDGE BAY A,69.11,-105.14,31.1
CAMBRIDGE BAY GSN,69.11,-105.14,18.69
CAMBRIDGE BAY A,69.11,-105.14,31.1
CAPE DORSET A,64.23,-79.53,48.2
CAPE DORSET AWOS,64.23,-76.53,48.2
CAPE DORSET A,64.23,-76.53,48.2
CAPE DORSET CLIMATE,64.23,-76.53,50
CAPE DORSET A,64.23,-76.53,48.2
CAPE DYER,66.65,-61.38,725.1
CAPE DYER A,66.58,-61.62,392.6
CAPE HERSCHEL,78.62,-74.7,60
CAPE HOOPER,68.47,-66.82,390.1
CAPE LIVERPOOL,73.67,-78.29,2
CAPE PEEL WEST,69.04,-107.82,165.3
CAPE MCLAUGHLIN,68.66,-85.59,383.2
CLYDE A,70.49,-68.52,26.5
CLYDE AWOS,70.49,-68.52,26.5
CLYDE RIVER CLIMATE,70.48,-68.52,26.5
CLYDE RIVER A,70.49,-68.52,26.5
CLYDE RIVER A,70.49,-68.52,26.5
COBURG ISLAND,75.92,-79,3
CAPE MERCY,64.96,-63.58,582.6
DEVON ISLAND,74.67,-84.67,
DEWAR LAKES,68.65,-71.17,526.7
DUNDAS HARBOUR,74.53,-82.38,4.6
DURBAN ISLAND,67.1,-62.15,664.5
EAST DRAKE,76.42,-107.82,0
EDINBURGH ISLAND,68.49,-110.88,193.8
EKALUGAD FIORD,68.72,-68.55,723.9
EUREKA CLIMATE,79.99,-85.93,10
EUREKA A,79.98,-85.93,10.4
EUREKA A,79.99,-85.81,82.9
EUREKA A,79.99,-85.81,82.9
FORT ROSS,71.92,-94.25,15.2
FORT ROSS,72.02,-94.2,10
GATESHEAD ISLAND,70.63,-100.27,20
GRISE FIORD A,76.43,-82.91,41.1
GLADMAN POINT,68.68,-97.81,
GLADMAN POINT A,68.67,-97.8,14
GRANT (AUT),82.5,-65.08,1242.1
GRISE FIORD,76.42,-82.95,1.5
GRISE FIORD,76.42,-82.9,42.67
HALL BEACH A,68.78,-81.24,9.1
GRISE FIORD CLIMATE,76.42,-82.9,44.5
HALL BEACH AWOS,68.78,-81.24,9.1
HALL BEACH CLIMATE,68.78,-81.24,8.2
HALL BEACH A,68.78,-81.24,9.1
HALL BEACH A,68.78,-81.24,9.1
GRISE FIORD A,76.43,-82.91,41.1
IDA (AUT),81.58,-69.38,839.1
IGLOOLIK,69.38,-81.8,21.3
IGLOOLIK A,69.36,-81.82,52.7
IGLOOLIK A,69.37,-81.82,52.74
IGLOOLIK A,69.36,-81.82,52.7
IQALUIT A,63.75,-68.55,33.5
IQALUIT AWOS,63.75,-68.55,33.5
IQALUIT CLIMATE,63.75,-68.54,33.5
IQALUIT UA,63.75,-68.55,21.9
IQALUIT A,63.76,-68.56,33.5
ISACHSEN,78.78,-103.53,25.3
ISACHSEN (AUT),78.79,-103.55,58
KEITH BAY,68.4,-88.22,80.8
KILLINEK,60.42,-64.85,9.4
KIMMIRUT A,62.85,-69.88,51.5
KIMMIRUT A,62.85,-69.88,51.5
KIVITOO,67.97,-64.92,442
LAKE HARBOUR,62.83,-69.92,16.5
LAKE HAZEN,81.82,-71.3,159.1
LONGSTAFF BLUFF,68.9,-75.14,160.8
MACKAR INLET,68.3,-85.67,394.7
MARY RIVER,71.32,-79.33,243.8
MATHESON POINT,68.83,-95.32,70.1
MEIGHEN ISLAND ICE CAP,79.97,-99.15,240.8
LOKS LAND ISLAND,62.51,-64.52,350.8
MT ARTHUR (AUT),81.33,-74.77,1335.9
NADLUARDJUK LAKE,68.62,-73.21,138.8
NANISIVIK A,72.98,-84.62,641.9
NANISIVIK AWOS,72.98,-84.62,641.9
NOTTINGHAM ISLAND,63.12,-77.93,16.5
KILLINEK (AUT),60.42,-64.85,31.7
LONGSTAFF BLUFF A,68.93,-75.28,14.3
PADLOPING ISLAND,67.03,-62.73,39.6
PANGNIRTUNG,66.14,-65.71,22.6
PANGNIRTUNG 1925 CLIMATE,66.13,-65.73,15.2
PANGNIRTUNG A,66.15,-65.71,24.1
PANGNIRTUNG AWOS,66.13,-65.7,24.1
PANGNIRTUNG A,66.15,-65.71,24.1
PANGNIRTUNG A,66.15,-65.71,24
POLARIS MINE LITTLE CORNWALLIS ISLAND,75.38,-96.92,60.9
POND INLET,72.68,-77.98,4
POND INLET A,72.69,-77.97,61.6
POND INLET AWOS,72.69,-77.97,61.6
POND INLET CLIMATE,72.69,-77.96,64.66
POND INLET A,72.69,-77.97,61.6
POND INLET A,72.69,-77.97,61.6
REA POINT,75.38,-105.72,15
REPULSE BAY A,66.52,-86.22,22.9
NAUJAAT A,66.52,-86.22,22.9
NAUJAAT A,66.52,-86.22,22.9
RESOLUTE BAY A,74.72,-94.97,67.7
RESOLUTE BAY A,74.72,-94.97,67.7
RESOLUTE CARS,74.72,-94.97,67.68
RESOLUTE CS,74.72,-94.98,30
RESOLUTION ISLAND,61.3,-64.88,38.7
RESOLUTION ISLAND,61.58,-64.65,368.5
ROWLEY ISLAND,69.08,-79.03,41
SARCPA LAKE,68.55,-83.32,271.3
SKULL POINT (AUT),80,-86.43,36.9
STEFANSSON ISLAND,73.77,-105.3,11
SPENCE BAY,69.53,-93.52,12.2
STRATHCONA SOUND,73.03,-84.55,357.8
SVARTEVAEG,81.16,-91.82,72
TALOYOAK A,69.55,-93.58,27.4
TALOYOAK A,69.55,-93.58,27.4
TALOYOAK A,69.55,-93.58,27.4
WAGER BAY (AUT),65.88,-89.45,18
WEST BAFFIN ISLAND,68.62,-73.2,155.4
YANKEE (AUT),80.7,-81,1052.8
LAILOR RIVER,69.11,-83.54,335.2
MEIGHEN ISLAND NORTH,80.07,-99.3,78.3
MEIGHEN ISLAND NORTH ICE,80.03,-99.23,150.9
MEIGHEN ISLAND WEST,79.97,-99.5,100.6
KANGOK FIORD,68.65,-69.13,914.4
KIMMIRUT A,62.85,-69.88,51.5
NANGMAGVIK LAKE,74.14,-119.99,32
CAPE NOREM,77.47,-110.47,13.7
CAPE PROVIDENCE,74.46,-112.16,12
HOLMAN,70.73,-117.78,9.1
ULUKHAKTOK A,70.76,-117.81,35.97
ULUKHAKTOK A,70.76,-117.81,36
ULUKHAKTOK A,70.76,-117.81,36
HOLMAN CS,70.76,-117.8,29.9
JOHNSON POINT A,72.77,-118.5,9.1
MOULD BAY A,76.23,-119.33,12.2
MOULD BAY CAMP,76.23,-119.32,12.2
SACHS HARBOUR CLIMATE,71.99,-125.25,87.5
SACHS HARBOUR A,71.99,-125.24,86.3
SACHS HARBOUR A,72,-125.27,86.25
SACHS HARBOUR A,71.99,-125.24,86.3
THOMSEN RIVER,73.23,-119.54,41.5
MOULD BAY CS,76.24,-119.35,1.5
ABEE AGDM,54.28,-112.97,664
ALBERT HALL AGCM,53.11,-111.18,658
ALDER FLATS LO,52.8,-114.82,1075.9
ALLIANCE,52.43,-111.78,715.7
ALLIANCE AGCM,52.32,-111.78,737
ALLIANCE GREENVIEW,52.38,-111.8,731.5
ALLIANCE SOUTH,52.42,-111.78,713.2
AMISK,52.68,-111.12,701
ANDREW,54.02,-112.23,610
ANDREW AGDM,53.92,-112.28,625
ARMENA,53.13,-112.95,746.8
AURORA LO,52.65,-115.72,1341.1
BASELINE LO,52.13,-115.42,1897.1
BASHAW,52.68,-112.87,792.5
BATTLE HEADWATERS,52.93,-114.2,654
BEAVER HILLS WEST,53.53,-112.53,769.6
BELLIS,54.18,-112.17,685.8
BELLIS,54.13,-112.15,660.6
BELLSHILL AGCM,52.58,-111.47,721
BIRCH LAKE,53.38,-111.77,689
BITTERN LAKE,53.07,-113,745.2
BLACKSTONE LO,52.78,-116.35,1569.7
BODO AGDM,52.12,-110.1,687
BRAZEAU LO,53.02,-115.42,1088.4
BREMNER,53.58,-113.28,678.2
BRETON,53.17,-114.48,843
BRETON PLOTS,53.09,-114.44,851.5
BRETON TOWN,53.12,-114.47,837.3
BRIARFIELD,53.73,-111.05,633
BRIGHTVIEW,52.98,-113.72,815.3
BROWNFIELD,52.32,-111.47,755.3
BRUDERHEIM,53.78,-112.93,640.1
BUCK MOUNTAIN,53.02,-114.7,1060.7
BUSBY,54,-113.89,701
BUSBY AGCM,53.93,-113.92,714
CADOGAN,52.27,-110.58,670.6
CADOGAN,52.25,-110.53,665.3
CADOGAN AGCM,52.33,-110.51,690
BUCK MOUNTAIN,53.03,-114.7,914.4
CALMAR,53.29,-113.86,720
CALMAR TOWNSITE,53.23,-113.8,670.6
CALMAR WEST,53.28,-113.87,725
CAMROSE,53.03,-112.8,675.1
CAMROSE,53.05,-112.82,739
CAMROSE 2,52.95,-112.8,738
CARNWOOD,53.23,-114.65,793.2
CASTOR,52.22,-111.92,769.6
CASTOR,52.13,-111.9,807.7
CHAILEY,53.55,-111.25,670
CHAUVIN,52.72,-110.17,640.1
CHAUVIN EXP ST,52.7,-110.13,627.9
CHEDDERVILLE CDA EPF,52.2,-114.87,1036.3
CHIPMAN,53.7,-112.58,669.3
CLEARWATER,51.98,-115.25,1280
COMPEER,51.97,-110.03,701
CONSORT AGDM,51.94,-110.71,772
CONSORT CDA EPF,52.03,-110.8,769.6
CONSORT WADES,51.85,-110.77,752.9
CONTRACOSTA LAKE,51.77,-111.55,791.9
COOKING LAKE,53.43,-113.12,742.5
CORONATION A,52.07,-111.45,791
CORONATION (AUT),52.08,-111.45,790.7
CORONATION CLIMATE,52.07,-111.45,791
CORONATION,52.12,-111.45,788.5
CRESTOMERE AGCM,52.73,-113.9,855
DAKOTA,52.73,-113.92,862.6
DAKOTA WEST,52.75,-113.95,865.2
DARWELL,53.6,-114.58,780
DELBURNE AGCM,52.18,-113.18,889
DEWBERRY,53.65,-110.6,615.7
DEWBERRY AGCM,53.66,-110.59,616
DODDS ROUND HILL,53.17,-112.37,705.6
DONALDA SOUTH,52.52,-112.35,741.5
DRAYTON VALLEY,53.2,-114.98,853.4
DRAYTON VALLEY,53.22,-114.95,883.08
EDBERG,52.73,-112.78,784.9
EDGERTON AGCM,52.78,-110.43,649
EDMONTON,53.55,-113.5,657.8
EDMONTON CITY CENTRE AWOS,53.57,-113.52,671.4
EDMONTON CALDER,53.57,-113.52,670.6
EDMONTON INT'L A,53.32,-113.58,723.3
EDMONTON INTERNATIONAL CS,53.31,-113.61,715
EDMONTON LYNNWOOD,53.53,-113.57,670.6
EDMONTON CITY CENTRE A,53.57,-113.52,670.6
EDMONTON BLATCHFORD,53.57,-113.52,671
EDMONTON NAMAO A,53.67,-113.47,687.9
EDMONTON NAMAO AWOS A,53.67,-113.47,687.93
EDMONTON PLEASANTVIEW,53.48,-113.52,670.6
EDMONTON INTL A,53.31,-113.58,723.3
EDMONTON SOUTH CAMPUS,53.49,-113.54,670
EDMONTON VILLENEUVE A,53.67,-113.85,687.63
EDMONTON VILLENEUVE A,53.67,-113.86,687.6
EDMONTON STONY PLAIN,53.55,-114.11,766.3
EDMONTON WOODBEND,53.42,-113.75,670.6
EDMONTON CLOVERBAR,53.59,-113.36,653.8
EDMONTON GARRISON,53.66,-113.36,683.4
EDMONTON SMITH WATER TREATMENT,53.47,-113.62,638.5
EDMONTON AB RESEARCH PARK,53.45,-113.48,694.2
ELK ISLAND NAT PARK,53.68,-112.87,716.2
ELK ISLAND PARK,53.52,-112.9,723.9
ELK ISLAND SIDING,53.78,-112.98,650.4
ELK POINT,53.88,-111.07,605
ELK RIVER ER RS,52.95,-115.65,944.9
ELK RIVER AFS,52.97,-115.87,1036
ELLERSLIE,53.42,-113.55,693.7
ELNORA SALEM,52.03,-112.13,826
ENDIANG,51.92,-112.08,853.4
FABYAN,52.97,-111,698
FERINTOSH AGCM,52.74,-112.86,795
FIVE LAKES,53.95,-114.22,721.8
FLEET AGCM,52.04,-111.81,823
FORESTBURG,52.47,-112.13,690.4
FORESTBURG PLANT SITE,52.47,-112.12,662.9
FORESTBURG AGCM,52.55,-112.12,721
FORT EDMONTON,53.52,-113.57,627.9
FORT SASKATCHEWAN,53.72,-113.18,620
FRISCO,52.45,-114.93,960.1
FROG LAKE RS,53.77,-110.42,579.1
GADSBY,52.3,-112.35,808.3
GAINFORD,53.58,-114.72,728.5
GENESEE,53.35,-114.45,701
GILT EDGE NORTH AGCM,53.07,-110.62,647
ST. FRANCIS,53.29,-114.32,809
GLADSTONE AGCM,52.99,-112.28,704
GLENEVIS,53.8,-114.52,731.5
GLENEVIS AGCM,53.83,-114.54,670
GOODRIDGE RS,54.38,-111.37,609.6
GOOSEBERRY LAKE AGCM,52.11,-110.8,740
GOOSEBERRY LAKE,52.12,-110.7,731.5
GWYNNE,52.95,-113.18,768.1
HACKETT,52.17,-112.62,852
HALKIRK,52.28,-112.17,823
HALKIRK AGCM,52.12,-112.16,843
GIBBONS,53.81,-113.17,647.1
HARDISTY,52.68,-111.3,625.4
HASTINGS LAKE,53.38,-112.88,762
HEISLER 10S,52.52,-112.25,731.5
HEMARUKA,51.78,-111.08,763.5
HEMARUKA AGCM,51.78,-111.21,780
HIGHVALE,53.45,-114.47,746.8
HILLIARD,53.62,-112.47,686.1
HOLDEN AGDM,53.19,-112.25,688
HOLDEN,53.12,-112.18,701
HORSESHOE LAKE,52.35,-110.73,658.4
HUGHENDEN,52.52,-110.97,694
HUGHENDEN,52.52,-110.97,694
HUGHENDEN AGCM,52.58,-110.78,703
HUGHENDEN SW,52.47,-111.08,746.8
IRMA WEST,52.88,-111.38,678
JASPER PLACE SCHOOL,53.52,-113.6,687.6
KILLAM AGDM,52.85,-111.87,674.5
KESSLER,52.28,-111.02,716.3
KESSLER AGCM,52.29,-111.11,720
KINSELLA RANCH,53,-111.52,705
KINSELLA RESEARC STATION,53.05,-111.55,701
KITSCOTY,53.35,-110.33,670
KITSCOTY AGCM,53.35,-110.42,664
LAVOY,53.53,-111.87,670
LAVOY SOUTH,53.38,-111.8,684.5
LEDUC,53.15,-113.68,762
LEGAL AGCM,54,-113.47,680
LINDBERGH,53.88,-110.65,563.9
LINDBERGH AGDM,53.94,-110.58,630
LLOYDMINSTER A,53.31,-110.07,668.7
LLOYDMINSTER,53.31,-110.07,668.7
LLOYDMINSTER,53.28,-110,646.2
LLOYDMINSTER A,53.31,-110.07,668.43
LLOYDMINSTER NORTH,53.28,-110,649.2
LLOYDMINSTER SEFTON PARK,53.08,-110.17,682.8
LONG LAKE RS,54.43,-112.75,640.1
LOUGHEED,52.77,-111.43,662.9
LOUGHEED SOUTH,52.72,-111.55,701
HOLDEN SOUTH,53.08,-112.27,708.7
LAMONT,53.77,-112.85,710.2
MA-ME-O,52.97,-113.9,853.4
MANNVILLE SOUTH,53.1,-111.35,701
MANNVILLE AGCM,53.46,-111.26,656
MARWAYNE,53.6,-110.23,594.4
MATCHAYAW LAKE,53.72,-114.1,685.8
METISKOW CDA EPF,52.4,-110.58,685.8
MINBURN GRAZING RESERVE,53.18,-111.27,701
MINISTIK LAKE,53.43,-116.68,698
MINISTIK RESEARCH,53.35,-112.97,769.8
MINISTIK SANCTUARY,53.37,-113.03,762
MONITOR,52.02,-110.55,731.5
MUNDARE AGDM,53.57,-112.3,683
MYRNAM AGCM,53.72,-111.11,580
NACO,51.72,-110.8,731.5
NEUTRAL VALLEY,52.13,-110.88,758
NEW BRIGDEN,51.72,-110.5,731.5
NEW BRIGDEN EAST,51.68,-110.27,695
NEW SAREPTA AGCM,53.26,-113.17,765
NEWBROOK,54.32,-112.95,670.6
NEWBROOK NORTH,54.42,-112.8,701
NORTH COOKING LAKE,53.43,-113.18,740.7
O CHIESE LO,52.78,-115.33,1112.5
OLIVER AGDM,53.65,-113.35,665
OLIVER TREE NURSERY,53.65,-113.37,647.7
ONOWAY,53.7,-114.2,711.7
PAKAN,54,-112.52,
PARADISE VALLEY,53.12,-110.35,658
PARADISE VALLEY WEST,53.02,-110.43,655.3
PEMUKAN,51.98,-110.45,680.3
PONOKA,52.72,-113.77,856.5
PONOKA SOUTH,52.65,-113.62,813.8
POPLAR GLEN,52.87,-110.9,685.8
PRAIRIE CREEK RS,52.25,-115.3,1173.5
PROVOST,52.37,-110.25,666.6
RADWAY,54.08,-112.9,632.5
RADWAY AGCM,54,-112.88,625
RANFURLY,53.45,-111.65,685.8
RANFURLY AUTO,53.42,-111.73,687
RANFURLY 2NW,53.42,-111.73,673
RIBSTONE SOUTH AGCM,52.59,-110.34,644
RICINUS,52.08,-115,1149.1
RIVERCOURSE,52.97,-110.02,624.8
RIVERCOURSE AGCM,53.02,-110.1,669
ROCKY MTN HOUSE,52.38,-114.92,1015
ROCKY MTN HOUSE A,52.43,-114.92,988.2
ROCKY MTN HOUSE (AUT),52.42,-114.91,988.2
ROCKY MTN HOUSE CR10,52.43,-114.92,988
ROCKY MOUNTAIN HOUSE,52.38,-114.92,969.3
ROCKY RAPIDS,53.32,-114.92,792.5
ROLLYVIEW,53.3,-113.3,740.7
ROSALIND AGCM,52.78,-112.43,712
RYLEY,53.25,-112.45,682.8
ST ALBERT,53.62,-113.62,680.3
ST LINA,54.3,-111.45,632.5
ST. LINA AGCM,54.28,-111.45,619
ST. PAUL AGCM,54.01,-111.27,649
ST PAUL EXP ST,54,-111.28,586.7
ST VINCENT,54.15,-111.27,640.1
ST VINCENT SOUTHEAST,54.12,-111.22,640
SEDALIA AGCM,51.59,-110.75,755
SEDALIA,51.67,-110.55,762
SEDALIA EAST,51.65,-110.55,762
SEDGEWICK,52.88,-111.7,685.8
SEDGEWICK TOWN,52.78,-111.7,662.9
SHALKA LAKE,53.8,-111.9,670.6
SHALKA LAKE NE,53.87,-111.9,655
SHONTS AGCM,53.33,-112.54,679
SION,53.88,-114.12,701
PINE RIDGE C3,54.08,-112.27,579.1
SMOKY LAKE AGDM,54.28,-112.5,680
SOUNDING CREEK,52.07,-111.85,813.8
SPONDIN AGCM,51.82,-111.68,804
SPRUCE GROVE,53.55,-113.9,693.4
STETTLER NORTH,52.33,-112.72,821
STETTLER,52.3,-112.7,823
STETTLER AGDM,52.35,-112.6,795
STRACHAN RS,52.25,-115.13,1112.5
STRY,54.05,-111.82,655.3
SULLIVAN LAKE,52.05,-111.95,810.7
SYLVAN HEIGHTS,52.85,-113.9,823
TELFORDVILLE,53.27,-114.13,685.8
THORHILD,54.15,-113.12,647.7
THORHILD VILLAGE,54.17,-113.12,648.9
THORSBY,53.22,-114.05,743.7
THORSBY AGCM,53.22,-113.89,754
TOFIELD NORTH,53.55,-112.75,701
TOMAHAWK AGDM,53.44,-114.72,814
TULLIBY LAKE,53.67,-110.13,574.4
TULLIBY LAKE EAST,53.65,-110.07,583.7
TULLIBY LAKE NORTH,53.72,-110.15,594.4
TULLIBY LAKE AGCM,53.66,-110.08,596
TWO HILLS,53.72,-111.75,670.6
UNCAS,53.5,-113.03,750
TWO HILLS AGDM,53.63,-111.68,678
VEGREVILLE,53.48,-112.05,634.6
VEGREVILLE CDA,53.48,-112.03,635.8
VERMILION,53.37,-110.83,618.4
VERMILION A,53.35,-110.83,618.7
VERMILION AGDM,53.34,-110.88,623
VERMILION RIVER,53.15,-112.12,685.8
VERMILION TOWN,53.36,-110.84,686
VERMILION UNION,53.28,-110.68,655.3
VETERAN,52,-111,784.6
VIKING,53.1,-111.78,691
VIKING AGCM,53.18,-111.73,711
VIKING NORTH,53.22,-111.72,701
VIKING NORTH 2,53.28,-111.77,675.8
VIKING NORTH 3,53.28,-111.77,675.8
VILNA,53.97,-112.02,640.1
VILNA AGCM,54.13,-111.92,645
VIOLET GROVE CS,53.14,-115.13,914
WABAMUN,53.57,-114.47,728.5
WAINWRIGHT SNOW,52.83,-110.88,686.2
WAINWRIGHT,52.88,-110.9,685.8
WAINWRIGHT,52.82,-110.87,681.2
WAINWRIGHT HEATH,52.83,-110.83,687.3
WARWICK,53.65,-111.98,609.6
WASKATENAU,54.1,-112.78,637
WASTINA HEMARUKA,51.7,-111.12,792.5
WASTINA YOUNGSTOWN,51.67,-111.12,762
VEGREVILLE,53.51,-112.1,639.3
WESTEROSE,52.95,-113.98,853.4
WESTEROSE 2,52.95,-114.02,877.8
WETASKIWIN,52.97,-113.33,755.9
WETASKIWIN AGCM,52.98,-113.44,774
WETASKIWIN SOUTH,52.63,-113.38,762
WINFIELD,52.95,-114.58,910
WINTERBURN KOZAK,53.53,-113.81,700.5
WINTERBURN LAKESHORE A,53.58,-113.72,670.6
WOSTOK,53.82,-112.48,652.3
YEOFORD,53.02,-114.32,868.7
YOUNGSTOWN,51.42,-111.4,775.1
YOUNGSTOWN AGCM,51.49,-111.22,800
EDMONTON STONY PLAIN CS,53.55,-114.11,766.3
EDMONTON TIEBEKE ESTATES,53.35,-113.08,775.8
ESTHER PRATT,51.67,-110.27,692
DAYSLAND,52.87,-112.28,688.8
ESTHER 1,51.67,-110.21,707
FLEET,52.15,-111.73,838.2
GOLDEN VALLEY,53.2,-110.15,640
EDMONTON CORONATION,53.57,-113.57,670.6
HORBURG,52.4,-115.2,1036
PINE RIDGE GEN,54.08,-112.25,585.2
UNIVERSITY OF ALBERTA METABOLIC CENTRE,53.52,-113.53,668.4
WAINWRIGHT A,52.8,-110.88,662
WESTLOCK LITKE,54.15,-113.85,652.3
FALLIS,53.55,-114.63,732
ELLSCOTT,54.48,-112.95,664.4
REDWATER,54,-113.18,617.2
RED WILLOW,52.42,-112.57,783.3
REDWATER SOUTH,53.83,-113.12,627.3
WAINWRIGHT CFB AIRFIELD 21,52.83,-111.1,686.25
CAMP WAINWRIGHT AIRFIELD 21,52.83,-111.1,689
ACADIA VALLEY,51.18,-110.23,732
ACADIA VALLEY EXP ST,51.08,-110.28,712.9
ACADIA VALLEY CDA EPF,51.07,-110.13,
ACADIA VALLEY MACTAVISH,51.2,-110.17,743.7
ACADIA VALLEY VANDYNE,51.03,-110.3,708.6
ACADIA VALLEY,51.07,-110.32,735
ACME CDA EPF,51.5,-113.42,905
ALIX,52.38,-113.17,787.9
ALIX,52.37,-113.3,853.4
ALSASK,51.38,-110.03,701
ANTLER HILL,52.05,-113.85,944.9
ATLEE,50.82,-110.95,792.5
ATLEE AGCM,50.81,-111.01,795
BASHAW,52.6,-112.98,800.1
BEARBERRY,51.9,-114.87,1158.2
BEISEKER VILLAGE,51.38,-113.53,916
BEISEKER AGCM,51.38,-113.36,896
BENALTO,52.3,-114.27,963.5
BERRY CREEK,51.02,-111.03,732
BIG STONE LOCKHART,51.2,-111.12,789
BIG STONE,51.17,-111.2,773.9
BIG VALLEY,52.03,-112.75,829.1
BIG VALLEY WEST,52.03,-112.97,792.5
BIG VALLEY AGCM,52,-112.8,870
BINDLOSS,50.68,-110.17,640.1
BINDLOSS EAST,50.89,-110.2,636
BINDLOSS EXP ST,50.87,-110.18,641.6
BISMARK,52.73,-113.87,
BLINDMAN,52.77,-114.48,960.1
BLOOD INDIAN CREEK,50.92,-111.07,640.1
BLUFFTON,52.75,-114.28,908.3
BOWDEN,51.98,-114.02,914.7
BROOKS ONE TREE,50.63,-111.78,737
BUFFALO AGCM,50.8,-110.69,723
BUFFALO,50.93,-110.93,624.8
BULLPOUND CREEK,51.28,-111.88,793
BURNSTICK LO,51.97,-114.78,1219.2
ARNESON,51.23,-110.05,754.4
CABIN LAKE AGCM,51.02,-111.22,734
CALENDULA SIBBALD,51.48,-110.05,718.7
CAPPON,51.07,-110.8,758
CAPPON SOUTH,51.05,-110.65,737.6
CARBON,51.48,-113.15,777.2
CARIBOU MTN LO,51.52,-114.57,914.4
CARSTAIRS WEST,51.57,-114.28,1090
CEREAL,51.48,-110.8,746.8
CEREAL AGCM,51.28,-110.82,753
CESSFORD,51.02,-111.55,701
COALCAMP CREEK,51.73,-114.93,1379.5
CRAIGMYLE AGCM,51.78,-112.25,845
CRAIGMYLE,51.77,-112.28,845.8
CREMONA,51.55,-114.48,1168.9
CROSSFIELD,51.42,-114.17,1127.8
DELIA,51.58,-112.42,906.2
DICKSON DAM,52.05,-114.22,980
DIDSBURY,51.67,-114.13,1005.8
